ID	scientificName	authorship	rank	genus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpither	appendedPhrase	publishedInID	publishedInPage	publishedInYear	original	code	status	link	remarks
1317	Somaticus (Tropitrachys) tropicalis Koch, 1955	Koch, 1955	species	Somaticus													
53	Hypomelus bicolor Solier, 1843	Solier, 1843	species	Hypomelus													
61	Amiantus gibbosus Fåhraeus, 1870	Fåhraeus, 1870	species	Amiantus													
106	Distretus (Distretus) mashunus Péringuey, 1896	Péringuey, 1896	species	Distretus													
392	Brachyphrynus abyssinicus breuningi Kaszab, 1963	Kaszab, 1963	subsp.	Brachyphrynus			breuningi										
322	Psammodes trachysceloides Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
1058	Vieta cornutipennis Gebien, 1937	Gebien, 1937	species	Vieta													
525	Phanerotoma ruficore Solier, 1843	Solier, 1843	species	Phanerotoma													
866	Psammodes dolosus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
1166	Vieta tuberosa Fairmaire, 1882	Fairmaire, 1882	species	Vieta													
1430	Trachynotus dilatatus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
1432	Trachynotus impressicollis Péringuey, 1885	Péringuey, 1885	species	Trachynotus													
1076	Vieta millingenii Kirchsberg, 1877	Kirchsberg, 1877	species	Vieta													
1247	Somaticus (Diacis) angustus Péringuey, 1886	Péringuey, 1886	species	Somaticus													
936	Psammodes procursus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
383	Psammophanes (Somalarabes) arabicus Gebien, 1938	Gebien, 1938	species	Psammophanes													
1242	Somaticus (Ceromelaephus) seminitidus Koch, 1955	Koch, 1955	species	Somaticus													
1410	Trachynotus cinctus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
84	Arturium pretiosum Wilke, 1921	Wilke, 1921	species	Arturium													
404	Phrynocolus (Phrynocolopsis) denhardti humeralis Koch, 1969	Koch, 1969	subsp.	Phrynocolus			humeralis										
250	Psammodes lethargicus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
294	Psammodes rufofasciatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
616	Pterostichula (Pterostichula) broomoides Koch, 1952	Koch, 1952	species	Pterostichula													
681	Ocnodes (Ocnodes) cinerarius Koch, 1952	Koch, 1952	species	Ocnodes													
805	Tarsocnodes iflundi Koch, 1952	Koch, 1952	species	Tarsocnodes													
b9437d17-cab66-d23a1-3ecf6-11e47e3b0	Tracheloeum		subgenus														
190	Psammodes bennigseni Kraatz, 1897	Kraatz, 1897	species	Psammodes													
231	Psammodes granulatus Solier, 1843	Solier, 1843	species	Psammodes													
56	Trachynotidus manifestus Péringuey, 1899	Péringuey, 1899	species	Trachynotidus													
463	Phrynocolus somalicus Wilke, 1921	Wilke, 1921	species	Phrynocolus													
473	Moluris pilicornis Fåhraeus, 1870	Fåhraeus, 1870	species	Moluris													
493	Phrynocolus cultratus Fairmaire, 1891	Fairmaire, 1891	species	Phrynocolus													
555	Psammodes lomii Gridelli, 1939	Gridelli, 1939	species	Psammodes													
1259	Somaticus (Tracheloeum) carinatus Solier, 1843	Solier, 1843	species	Somaticus													
c3c4dd8b-da826-04c46-9f09f-1d738ea89	Tropitrachys		subgenus														
303	Psammodes schultzei Peinguey, 1908	Peinguey, 1908	species	Psammodes													
334	Psammodes villosostriatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
594	Decoriplus granulimargo Louw, 1979	Louw, 1979	species	Decoriplus													
854	Phanerotomea bushmanicus Koch, 1952	Koch, 1952	species	Phanerotomea													
eab97acb-3abf1-ca2c5-7439f-d3f69762f	Arturium		genus														
295	Psammodes rufonervosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
1327	Trachynotus proximus Laporte, 1840	Laporte, 1840	species	Trachynotus													
1442	Trachynotus vittiger Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
3	Bombocnodulus dollmani Penrith, 1986	Penrith, 1986	species	Bombocnodulus													
b9a0faee-27c7e-94c8c-d97ff-2438f3615	Perdistretus		subgenus														
565	Psammodes mirei Pierre, 1979	Pierre, 1979	species	Psammodes													
574	Phrynocolus sexcostatus Gerstäcker, 1884	Gerstäcker, 1884	species	Phrynocolus													
1136	Sepidium flexuosum Solier, 1843	Solier, 1843	species	Sepidium													
419	Psammodes uniformis rugigaster Koch, 1953	Koch, 1953	subsp.	Psammodes			rugigaster										
462	Phrynocolus placidus Kolbe, 1885	Kolbe, 1885	species	Phrynocolus													
238	Psammodes herculeanus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
306	Psammodes semipilosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
337	Psammodes volvulus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
388	Psammotyria attenuatus Fairmaire, 1887	Fairmaire, 1887	species	Psammotyria													
40	Trachynotidus thoreyi Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Trachynotidus													
181	Physophrynus kaszabi Koch, 1953	Koch, 1953	species	Physophrynus													
233	Psammodes guillarmodi Koch, 1952	Koch, 1952	species	Psammodes													
248	Psammodes kuisip Péringuey, 1908	Péringuey, 1908	species	Psammodes													
614	Palpomodes (Pygmaeodes) rudebecki Koch, 1952	Koch, 1952	species	Palpomodes													
637	Stenethmus punctiventris Genien, 1937	Genien, 1937	species	Stenethmus													
1025	Sepidium hystryx Antoine, 1932	Antoine, 1932	species	Sepidium													
13	Brinckia serratina Koch, 1962	Koch, 1962	species	Brinckia													
30	Iugidorsum sinestriis Louw, 1979	Louw, 1979	species	Iugidorsum													
bdeddb26-59423-bedcb-9b38d-a2748bc36	Oxurina		subtribe														
679	Ocnodes (Ocnodes) cardiopterus Fairmaire, 1888	Fairmaire, 1888	species	Ocnodes													
1194	Ethmus (Ethmus) silvanus Koch, 1958	Koch, 1958	species	Ethmus													
1223	Somaticus (Acromaticus) namaquensis Koch, 1955	Koch, 1955	species	Somaticus													
1238	Somaticus (Bechuanitis) geniculatus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
1298	Somaticus (Trichotrachys) griseus Fåhraeus, 1870	Fåhraeus, 1870	species	Somaticus													
122	Distretus (Perdistretus) upembensis Koch, 1954	Koch, 1954	species	Distretus													
2771c729-00fea-c5f8b-02563-53e224479	Psammophrynus		subgenus														
509	Pimelia brunneus Olivier, 1795	Olivier, 1795	species	Pimelia													
516	Tenebrio glandiformis Pallas, 1781	Pallas, 1781	species	Tenebrio													
1434	Tracheloeum laticollis Hope, 1840	Hope, 1840	species	Tracheloeum													
1315	Somaticus (Trichotrichus) serratus Péringuey, 1885	Péringuey, 1885	species	Somaticus													
1367	Somaticus (Tracheloeum) carinatus cancellatus Koch, 1955	Koch, 1955	subsp.	Somaticus			cancellatus										
803	Tarsocnodes gracilipes Koch, 1952	Koch, 1952	species	Tarsocnodes													
1041	Sepidium requieni Solier, 1843	Solier, 1843	species	Sepidium													
1101	Vietomorpha foveipennis Fairmaire, 1887	Fairmaire, 1887	species	Vietomorpha													
1181	Ethmus (Ethmus) analis Gebien, 1910	Gebien, 1910	species	Ethmus													
1283	Somaticus (Trachyderes) fitzsimonsi Koch, 1955	Koch, 1955	species	Somaticus													
1384	Somaticus (Trichotrichus) kraatzi orientalis Koch, 1955	Koch, 1955	subsp.	Somaticus			orientalis										
308	Psammodes setipennis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
764	Ocnodes (Ocnodes) saltuarius Koch, 1952	Koch, 1952	species	Ocnodes													
505	Amiantus crenatocostatus Fairmaire, 1887	Fairmaire, 1887	species	Amiantus													
554	Psammodes acuticosta Fairmaire, 1884	Fairmaire, 1884	species	Psammodes													
788	Ocnodes (Ocnodes) vetustus Koch, 1952	Koch, 1952	species	Ocnodes													
1156	Sepidium longehirta Fairmaire, 1887	Fairmaire, 1887	species	Sepidium													
79	Arturium fulleborni Wilke, 1921	Wilke, 1921	species	Arturium													
689	Ocnodes (Ocnodes) distinctus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
18	Hypomelus obliquatus Solier, 1843	Solier, 1843	species	Hypomelus													
77dcb8f6-f3fdf-3e709-2ce62-a82cd8f9b	Chiliarchum		subgenus														
1179	Ethmus (Ethmophobes) vernayi Koch, 1958	Koch, 1958	species	Ethmus													
831	Ocnodes (Ocnodes) punctipennis planisculptus Koch, 1952	Koch, 1952	subsp.	Ocnodes			planisculptus										
1347	Ossiporis terrena fragilis Fåhraeus, 1870	Fåhraeus, 1870	subsp.	Ossiporis			fragilis										
852	Psammodes brunnescens Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
898	Phanerotomea lacustris Koch, 1952	Koch, 1952	species	Phanerotomea													
1145	Sepidium dispar Desbrochers des Loges, 1881	Desbrochers des Loges, 1881	species	Sepidium													
70	Amiantus scrobipennis Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Amiantus													
279	Psammodes ponderosus Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
199	Psammodes collaris Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
326	Psammodes tuberculipennis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
353	Psammophanes (Psammophanes) impressiventris Fairmaire, 1897	Fairmaire, 1897	species	Psammophanes													
718	Ocnodes (Ocnodes) javeti Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
928	Psammodes probus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
951	Phanerotomea scopulipes Koch, 1952	Koch, 1952	species	Phanerotomea													
15	Hypomelus basalis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Hypomelus													
123	Distretus (Perdistretus) vilhenai Koch, 1953	Koch, 1953	species	Distretus													
1132	Sepidium maillei Solier, 1843	Solier, 1843	species	Sepidium													
1398	Trachynotus resolutus Péringuey, 1904	Péringuey, 1904	species	Trachynotus													
666	Ocnodes (Ocnodes) acuductus Ancey, 1883	Ancey, 1883	species	Ocnodes													
758	Ocnodes (Ocnodes) punctipennis Harold, 1878	Harold, 1878	species	Ocnodes													
466	Moluris cubica Guérin-Méneville, 1845	Guérin-Méneville, 1845	species	Moluris													
974	Phanerotomea vetustus Koch, 1952	Koch, 1952	species	Phanerotomea													
5ef4daeb-61f70-8bbd4-9e276-a93edeeaa	Psammophrynopsis		subgenus														
6ec71731-98dcc-5be3f-a9515-b20c961f2	Somalarabes		subgenus														
488	Pimelia strigosa Herbst, 1799	Herbst, 1799	species	Pimelia													
841	Psammodes junodi Fairmaire, 1899	Fairmaire, 1899	species	Psammodes													
943	Phanerotomea rhodesianus Koch, 1952	Koch, 1952	species	Phanerotomea													
1124	Sepidium elongatum Mal, 1984	Mal, 1984	species	Sepidium													
158	Phrynocolus (Phrynocolus) dentatus Solier, 1843	Solier, 1843	species	Phrynocolus													
198	Psammodes clarus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Psammodes													
136	Melanolophus praeplanatus Koch, 1960	Koch, 1960	species	Melanolophus													
741	Ocnodes (Ocnodes) notaticollis Koch, 1952	Koch, 1952	species	Ocnodes													
80eae935-1372d-ed78b-e2c34-41fa94d85	Sepidium		genus														
9245696b-0ec1c-a419b-aecc2-0802ac59e	Trachynotina		subtribe														
1193	Ethmus (Ethmus) sculptus Koch, 1954	Koch, 1954	species	Ethmus													
949	Phanerotomea saltuarius Koch, 1952	Koch, 1952	species	Phanerotomea													
8	Brinckia debilis Péringuey, 1899	Péringuey, 1899	species	Brinckia													
107	Distretus (Distretus) undosus Kolbe, 1886	Kolbe, 1886	species	Distretus													
619	Pterostichula (Pterostichula) dubia Louw, 1979	Louw, 1979	species	Pterostichula													
1077	Vieta montana Fairmaire, 1894	Fairmaire, 1894	species	Vieta													
1168	Cyrtoderes cristatus DeGeer, 1778	DeGeer, 1778	species	Cyrtoderes													
986	Psammodes molossa Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
265	Psammodes nitidissimus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
375	Psammophanes (Psammostretus) circumscriptus Koch, 1953	Koch, 1953	species	Psammophanes													
1175	Ethmus (Ethmomerus) subcylindricus Koch, 1954	Koch, 1954	species	Ethmus													
1270	Somaticus (Tracheloeum) pretorianus Koch, 1955	Koch, 1955	species	Somaticus													
890	Psammodes humeralis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
896	Psammodes javeti Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
126	Euphrynus sexdentatus Koch, 1952	Koch, 1952	species	Euphrynus													
1096	Vieta villosula Fairmaire, 1882	Fairmaire, 1882	species	Vieta													
598	Decoriplus pictus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Decoriplus													
06783c2b-e876b-44625-4380c-a8ddbaaab	Peringueyia		genus														
1240	Somaticus (Bechuanitis) rugulosicollis Hesse, 1935	Hesse, 1935	species	Somaticus													
1382	Somaticus (Trichotrachys) zumpti rhodesianus Koch, 1955	Koch, 1955	subsp.	Somaticus			rhodesianus										
977	Phanerotomea warmeloi Koch, 1953	Koch, 1953	species	Phanerotomea													
fa0889d7-bc581-0db76-5233e-f7d89d0a9	Distretus		subgenus														
111	Distretus (Distretus) vietus Péringuey, 1899	Péringuey, 1899	species	Distretus													
309	Psammodes solitarius Péringuey, 1899	Péringuey, 1899	species	Psammodes													
317	Psammodes subgranulatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
52f98d15-6d070-2fcf1-fcb43-c1b3d82f8	Synhimba		genus														
426	Psammophanes (Psammophanes) plicatus multilineatus Koch, 1953	Koch, 1953	subsp.	Psammophanes			multilineatus										
530	Phanerotoma plicatus Solier, 1844	Solier, 1844	species	Phanerotoma													
120	Distretus (Perdistretus) strioliceps Koch, 1953	Koch, 1953	species	Distretus													
246	Psammodes kirschi Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
260	Psammodes mulleri Péringuey, 1899	Péringuey, 1899	species	Psammodes													
595	Decoriplus hamatus Louw, 1979	Louw, 1979	species	Decoriplus													
695	Ocnodes (Ocnodes) erichsoni Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
1103	Sepidium hystryx desertica Espanol, 1944	Espanol, 1944	subsp.	Sepidium			desertica										
66	Amiantus octocristatus Fairmaire, 1899	Fairmaire, 1899	species	Amiantus													
245	Psammodes kamagasus Péringuey, 1908	Péringuey, 1908	species	Psammodes													
1104	Sepidium hystryx ifniensis Escalera, 1940	Escalera, 1940	subsp.	Sepidium			ifniensis										
46	Argenticrinis haackei Louw, 1979	Louw, 1979	species	Argenticrinis													
545	Hypomelus tenuipes Fåhraeus, 1870	Fåhraeus, 1870	species	Hypomelus													
561	Psammodes abyssinicus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
657	Psammodes physopterus Gebien, 1920	Gebien, 1920	species	Psammodes													
895	Phanerotomea janssensi Koch, 1952	Koch, 1952	species	Phanerotomea													
127	Euphrynus spinithorax Fairmaire, 1897	Fairmaire, 1897	species	Euphrynus													
1074	Vieta lutulenta Gestro, 1895	Gestro, 1895	species	Vieta													
1405	Trachynotus scaber Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
779	Ocnodes (Ocnodes) tenebrosus Erichson, 1843	Erichson, 1843	species	Ocnodes													
789	Ocnodes (Ocnodes) vexator Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
1212	Somaticus (Acromaticus) caviventris Koch, 1955	Koch, 1955	species	Somaticus													
148	Moluris redtenbacheri Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Moluris													
313	Psammodes steinhelli Haag-Rutenberg, 1878	Haag-Rutenberg, 1878	species	Psammodes													
694	Ocnodes (Ocnodes) epronoticus Koch, 1952	Koch, 1952	species	Ocnodes													
1015	Sepidium brevicaudatum Fairmaire, 1882	Fairmaire, 1882	species	Sepidium													
1055	Vieta borana Gridelli, 1939	Gridelli, 1939	species	Vieta													
1098	Vietomorpha abyssinica Mal, 1986	Mal, 1986	species	Vietomorpha													
1120	Sepidium pallens Allard, 1874	Allard, 1874	species	Sepidium													
1457	Trachynotus tantillus Péringuey, 1899	Péringuey, 1899	species	Trachynotus													
349	Psammophanes (Psammophanes) duodecimcostatus Lesne, 1922	Lesne, 1922	species	Psammophanes													
376	Psammophanes (Psammostretus) erectepilosus Koch, 1953	Koch, 1953	species	Psammophanes													
624	Pterostichula (Pterostichula) quarzophila Koch, 1952	Koch, 1952	species	Pterostichula													
996	Sepidiopsis ardoini Ferrer, 1995	Ferrer, 1995	species	Sepidiopsis													
1333	Trachynotus vicinus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Trachynotus													
1374	Somaticus (Trachyderes) bipunctatus pilosus Péringuey, 1885	Péringuey, 1885	subsp.	Somaticus			pilosus										
1129	Sepidium schrammi Kocher, 1958	Kocher, 1958	species	Sepidium													
1431	Trachynotus hoffmanni Haag-Rutenberg, 1878	Haag-Rutenberg, 1878	species	Trachynotus													
2504265a-9425c-1c13b-eb604-b698fdc62	Physophrynus		genus														
236	Psammodes hirtipes Laporte, 1840	Laporte, 1840	species	Psammodes													
52	Oxura psammodioides Guérin-Méneville, 1834	Guérin-Méneville, 1834	species	Oxura													
489	Moluris rouleti Solier, 1843	Solier, 1843	species	Moluris													
501	Phrynocolus schoutedeni Koch, 1951	Koch, 1951	species	Phrynocolus													
170	Phrynophanes neumanni Wilke, 1921	Wilke, 1921	species	Phrynophanes													
818	Tarsocnodes whiteheadi Penrith, 1986	Penrith, 1986	species	Tarsocnodes													
1050	Vieta algeriana Allard, 1870	Allard, 1870	species	Vieta													
1319	Somaticus (Tropitrachys) scutelliformis Laporte, 1840	Laporte, 1840	species	Somaticus													
855	Phanerotomea carbonarius Gerstaecker, 1854	Gerstaecker, 1854	species	Phanerotomea													
910	Psammodes mendicus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
610	Oxura setosa Kirby, 1819	Kirby, 1819	species	Oxura													
1018	Sepidium cristatum Fabricius, 1775	Fabricius, 1775	species	Sepidium													
885	Phanerotomea granisterna Koch, 1952	Koch, 1952	species	Phanerotomea													
1424	Sepidium rugosus Fabricius, 1781	Fabricius, 1781	species	Sepidium													
1214	Somaticus (Acromaticus) corallipes Koch, 1955	Koch, 1955	species	Somaticus													
1239	Somaticus (Bechuanitis) hereroensis Koch, 1955	Koch, 1955	species	Somaticus													
1081	Vieta protensa Fairmaire, 1891	Fairmaire, 1891	species	Vieta													
1100	Vietomorpha crassipes Mal, 1986	Mal, 1986	species	Vietomorpha													
1267	Somaticus (Tracheloeum) laticollis Hope, 1840	Hope, 1840	species	Somaticus													
1314	Somaticus (Trichotrichus) kraatzi Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
474	Psammodes vietus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
1439	Trachynotus plicipennis Péringuey, 1899	Péringuey, 1899	species	Trachynotus													
152	Moluris tuberculata Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Moluris													
262	Psammodes nitens Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
500	Phrynocolus neumanni Wilke, 1921	Wilke, 1921	species	Phrynocolus													
876	Phanerotomea freudei Koch, 1952	Koch, 1952	species	Phanerotomea													
1153	Sepidium zambezianum Péringuey, 1892	Péringuey, 1892	species	Sepidium													
1472	Sepidium scutelliformis Laporte, 1840	Laporte, 1840	species	Sepidium													
611	Oxura vestita Solier, 1843	Solier, 1843	species	Oxura													
442	Melanolophus ater Waterhouse, 1885	Waterhouse, 1885	species	Melanolophus													
1254	Somaticus (Somaticus) rugosus Fabricius, 1781	Fabricius, 1781	species	Somaticus													
1300	Somaticus (Trichotrachys) histrio Koch, 1955	Koch, 1955	species	Somaticus													
862	Psammodes cordiventris Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
1455	Trachynotus incostatus Gebien, 1920	Gebien, 1920	species	Trachynotus													
389	Psammotyria ertli Kolbe, 1904	Kolbe, 1904	species	Psammotyria													
1250	Somaticus (Somaticus) aeneus Solier, 1843	Solier, 1843	species	Somaticus													
191	Psammodes blapsoides Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
357	Psammophanes (Psammophanes) nairobiensis Koch, 1953	Koch, 1953	species	Psammophanes													
1266	Somaticus (Tracheloeum) intermedius Haag-Rutenberg, 1878	Haag-Rutenberg, 1878	species	Somaticus													
393	Brachyphrynus petrosus erlangeri Wilke, 1921	Wilke, 1921	subsp.	Brachyphrynus			erlangeri										
1370	Somaticus (Tracheloeum) silphoides metallescens Koch, 1955	Koch, 1955	subsp.	Somaticus			metallescens										
449	Phrynocolus gebieni Wilke, 1921	Wilke, 1921	species	Phrynocolus													
64	Amiantus mechowi Quedenfeldt, 1885	Quedenfeldt, 1885	species	Amiantus													
105	Distretus (Distretus) inaequalis Fairmaire, 1894	Fairmaire, 1894	species	Distretus													
533	Moluris procustes Westwood, 1875	Westwood, 1875	species	Moluris													
969	Psammodes tumidus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
372	Psammophanes (Psammophrynus) penicillatus Koch, 1953	Koch, 1953	species	Psammophanes													
464	Phrynocolus subnodosus Gebien, 1937	Gebien, 1937	species	Phrynocolus													
8ca50825-e1038-7795c-1f3b5-e4528e99d	Ethmus		genus														
1224	Somaticus (Acromaticus) nitens Péringuey, 1899	Péringuey, 1899	species	Somaticus													
542	Psammodes approximans Péringuey, 1899	Péringuey, 1899	species	Psammodes													
744	Ocnodes (Ocnodes) osbecki Billberg, 1815	Billberg, 1815	species	Ocnodes													
1032	Sepidium marraquense Escalera, 1911	Escalera, 1911	species	Sepidium													
386	Psammophanes (Somalarabes) hemmingi Koch, 1969	Koch, 1969	species	Psammophanes													
605	Oxura connexa Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Oxura													
642	Synhimba hyalinum Koch, 1952	Koch, 1952	species	Synhimba													
673	Ocnodes (Ocnodes) blandus Koch, 1952	Koch, 1952	species	Ocnodes													
713	Ocnodes (Ocnodes) humerangula Koch, 1952	Koch, 1952	species	Ocnodes													
1057	Vieta clypeata Gahan, 1896	Gahan, 1896	species	Vieta													
217	Psammodes ethologus Koch, 1953	Koch, 1953	species	Psammodes													
270	Psammodes piceus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
558	Psammodes beccarii Gridelli, 1939	Gridelli, 1939	species	Psammodes													
564	Psammodes impressiventris Fairmaire, 1897	Fairmaire, 1897	species	Psammodes													
704	Ocnodes (Ocnodes) gibberosulus Péringuey, 1908	Péringuey, 1908	species	Ocnodes													
1087	Vieta senegalensis Klug, 1835	Klug, 1835	species	Vieta													
55	Hypomelus grandis Solier, 1843	Solier, 1843	species	Hypomelus													
498	Phrynocolus humilis Wilke, 1921	Wilke, 1921	species	Phrynocolus													
591	Decoriplus convexus Louw, 1979	Louw, 1979	species	Decoriplus													
621	Pterostichula (Pterostichula) infuscata Koch, 1952	Koch, 1952	species	Pterostichula													
1234	Somaticus (Acromaticus) vansonianus Koch, 1955	Koch, 1955	species	Somaticus													
547	Psammodes laetulus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
0827460b-c960f-669e6-a9ee8-7f105c3d7	Melanolophus		genus														
212	Psammodes dimidiatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
652	Psammodes hieroglyphicus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
882	Psammodes integer Péringuey 1899	Péringuey 1899	species	Psammodes													
1458	Trachynotus tentyrioides Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
762	Ocnodes (Ocnodes) rowleianus Westwood, 1864	Westwood, 1864	species	Ocnodes													
1221	Somaticus (Acromaticus) marlothi Koch, 1955	Koch, 1955	species	Somaticus													
511	Phanerotoma coriaceus Gerstaecker, 1854	Gerstaecker, 1854	species	Phanerotoma													
941	Psammodes punctipennis Harold, 1878	Harold, 1878	species	Psammodes													
983	Psammodes errans Péringuey, 1892	Péringuey, 1892	species	Psammodes													
1140	Sepidium subcornutum Escalera, 1925	Escalera, 1925	species	Sepidium													
358	Psammophanes (Psammophanes) naivashanus Lesne, 1922	Lesne, 1922	species	Psammophanes													
1038	Sepidium perforatum Allard, 1874	Allard, 1874	species	Sepidium													
687	Ocnodes (Ocnodes) crocodilinus Koch, 1952	Koch, 1952	species	Ocnodes													
766	Ocnodes (Ocnodes) scopulipes Koch, 1952	Koch, 1952	species	Ocnodes													
1192	Ethmus (Ethmus) quadricostatus Fairmaire, 1888	Fairmaire, 1888	species	Ethmus													
1246	Somaticus (Clinocranion) spinosus Solier, 1843	Solier, 1843	species	Somaticus													
1334	Trachynotus vittatus Fabricius, 1781	Fabricius, 1781	species	Trachynotus													
407	Psammodes brunneus rufocastaneus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	subsp.	Psammodes			rufocastaneus										
162	Phrynocolus (Spinophrynus) spinipennis Gebien, 1910	Gebien, 1910	species	Phrynocolus													
219	Psammodes fartus Péringuey, 1904	Péringuey, 1904	species	Psammodes													
961	Phanerotomea tarsocnoides Koch, 1952	Koch, 1952	species	Phanerotomea													
1141	Sepidium sefrense Rotrou, 1943	Rotrou, 1943	species	Sepidium													
1443	Trachynotus albomaculatus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
411	Psammodes gibbus hemisphaericus Solier, 1843	Solier, 1843	subsp.	Psammodes			hemisphaericus										
833	Ocnodes (Ocnodes) scabricollis simulans Koch, 1952	Koch, 1952	subsp.	Ocnodes			simulans										
775	Ocnodes (Ocnodes) spinigerus Koch, 1952	Koch, 1952	species	Ocnodes													
1197	Histrionotus lightfooti Péringuey, 1892	Péringuey, 1892	species	Histrionotus													
651	Synhimba hyalinum ovambo Koch, 1952	Koch, 1952	subsp.	Synhimba			ovambo										
572	Psammodes raffrayi Lesne, 1922	Lesne, 1922	species	Psammodes													
1148	Tenebrio variegatum Fabricius, 1792	Fabricius, 1792	species	Tenebrio													
247	Psammodes kubub Péringuey, 1908	Péringuey, 1908	species	Psammodes													
663	Ocnodes (Chiliarchum) freyi Koch, 1952	Koch, 1952	species	Ocnodes													
38	Trachynotidus gravis Gemminger 1870	Gemminger 1870	species	Trachynotidus													
88	Brachyphrynus abyssinicus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Brachyphrynus													
3bdae232-08c3a-2e508-13548-fb2433ff5	Pterostichula		subgenus														
790	Ocnodes (Ocnodes) virago Koch, 1952	Koch, 1952	species	Ocnodes													
797	Tarsocnodes brendelli Penrith, 1987	Penrith, 1987	species	Tarsocnodes													
e4f29b9e-01b70-f1d43-e6f26-73214bfe5	Vietomorpha		genus														
10	Brinckia insularis Péringuey, 1908	Péringuey, 1908	species	Brinckia													
36	Trachynotidus cruentus Péringuey, 1908	Péringuey, 1908	species	Trachynotidus													
1436	Sepidium marginatus Thunberg, 1787	Thunberg, 1787	species	Sepidium													
1211	Somaticus (Acromaticus) bisinuatus Koch, 1955	Koch, 1955	species	Somaticus													
864	Phanerotomea dimorphus Koch, 1952	Koch, 1952	species	Phanerotomea													
709	Ocnodes (Ocnodes) gridellii Koch, 1960	Koch, 1960	species	Ocnodes													
733	Ocnodes (Ocnodes) misolampoides Fairmaire, 1888	Fairmaire, 1888	species	Ocnodes													
